Transaction_ID,User_ID,Amount,Transaction_Type,Location,Time_of_Day,Is_Fraud
2698,1027,21.83,online,New York,morning,0
2699,3113,112.95,online,Dubai,morning,0
2700,4234,52.25,in-person,London,morning,0
2701,2252,145.11,online,Mumbai,night,0
2702,1260,58.47,in-person,New York,night,0
2703,3046,564.48,in-person,New York,night,0
2704,2472,472.77,transfer,Sydney,afternoon,0
2705,2447,167.31,online,New York,afternoon,0
2706,1459,87.52,transfer,Sydney,afternoon,0
2707,4747,95.98,online,Dubai,night,0
2708,1300,106.16,in-person,Sydney,night,0
2709,3966,260.08,in-person,London,night,0
2710,4374,120.16,online,Mumbai,afternoon,0
2711,3334,388.6,transfer,New York,morning,0
2712,4466,576.82,online,Singapore,afternoon,0
2713,4081,81.88,online,Mumbai,morning,0
2714,4778,164.51,online,Singapore,morning,0
2715,1629,19.98,in-person,Dubai,morning,0
2716,1269,44.75,online,New York,afternoon,0
2717,3639,106.7,online,Mumbai,afternoon,0
2718,2993,46.19,online,Mumbai,afternoon,0
2719,2628,418.4,in-person,New York,afternoon,0
2720,2801,34.46,in-person,London,morning,0
2721,3891,121.64,online,Dubai,afternoon,0
2722,1861,186.13,online,New York,afternoon,0
2723,4432,235.44,in-person,Sydney,morning,0
2724,2280,96.6,transfer,Mumbai,night,0
2725,3180,406.66,transfer,London,afternoon,0
2726,4347,168.01,transfer,Mumbai,afternoon,0
2727,2799,115.79,online,Singapore,afternoon,0
2728,2706,13.92,ATM,Mumbai,afternoon,0
2729,4019,124.98,online,Dubai,morning,0
2730,3560,343.78,ATM,New York,night,0
2731,3360,190.66,online,Mumbai,afternoon,0
2732,1575,356.95,in-person,Sydney,morning,1
2733,3933,136.25,online,Singapore,afternoon,0
2734,3003,25.22,online,Singapore,afternoon,0
2735,2307,2.75,transfer,New York,morning,0
2736,4192,72.26,transfer,Singapore,night,0
2737,4178,239.46,ATM,New York,afternoon,0
2738,2956,312.38,in-person,Dubai,morning,0
2739,3734,70.13,in-person,New York,afternoon,0
2740,3020,136.9,online,London,afternoon,0
2741,4275,109.33,ATM,Singapore,morning,0
2742,3212,105.7,in-person,Singapore,night,0
2743,3352,52.62,transfer,Sydney,night,0
2744,4568,29.32,in-person,Mumbai,night,0
2745,2655,43.8,in-person,London,afternoon,0
2746,2579,11.38,ATM,Mumbai,night,0
2747,2847,44.16,online,New York,night,0
2748,3203,1.85,online,Dubai,night,0
2749,2390,197.37,online,Sydney,night,0
2750,2742,76.07,transfer,Singapore,afternoon,0
2751,2925,723.46,online,Dubai,morning,0
2752,1619,43.06,online,New York,morning,0
2753,2274,84.88,online,New York,afternoon,0
2754,1956,88.58,in-person,London,night,0
2755,2939,1.7,in-person,Mumbai,night,0
2756,4953,365.53,online,Singapore,night,0
2757,3381,6.5,ATM,Singapore,afternoon,0
2758,4713,563.28,ATM,Dubai,morning,0
2759,1968,445.26,online,London,morning,0
2760,3558,153.37,transfer,Sydney,afternoon,0
2761,2316,156.88,in-person,New York,night,0
2762,2043,212.13,online,London,night,0
2763,1281,97.89,online,Singapore,afternoon,0
2764,3844,208.38,in-person,Sydney,night,0
2765,4072,9.16,in-person,Mumbai,morning,0
2766,3166,11.11,online,Dubai,afternoon,0
2767,2058,122.21,transfer,New York,morning,0
2768,1197,159.53,in-person,New York,morning,0
2769,3532,437.53,in-person,New York,night,0
2770,4828,22.11,online,Mumbai,night,0
2771,2082,345.92,in-person,Singapore,morning,0
2772,3884,47.16,online,Singapore,morning,0
2773,2184,100.2,in-person,London,morning,0
2774,2008,76.14,transfer,Sydney,morning,0
2775,3738,102.22,transfer,London,afternoon,0
2776,2229,32.62,online,Singapore,afternoon,0
2777,2035,140.06,in-person,New York,afternoon,0
2778,1489,323.54,ATM,Mumbai,morning,0
2779,1275,116.51,in-person,Singapore,morning,0
2780,3740,134.91,online,Mumbai,afternoon,0
2781,3289,377.79,in-person,Dubai,night,0
2782,2239,244.87,online,New York,night,0
2783,2274,134.85,transfer,Dubai,morning,0
2784,4882,59.6,in-person,Singapore,afternoon,1
2785,1125,432.44,online,London,morning,0
2786,1216,172.09,online,Singapore,morning,0
2787,4377,49.99,online,Dubai,morning,0
2788,4868,62.7,ATM,Mumbai,night,0
2789,2208,325.05,online,Sydney,night,0
2790,4110,9.03,in-person,Sydney,morning,0
2791,2246,967.98,ATM,Singapore,afternoon,0
2792,4255,27.93,online,London,afternoon,0
2793,3542,317.99,in-person,Dubai,morning,0
2794,3474,100.43,in-person,Singapore,afternoon,0
2795,4249,135.54,in-person,Dubai,afternoon,0
2796,1918,425.14,online,Dubai,afternoon,0
2797,4499,106.52,online,New York,night,0
2798,2317,154.22,in-person,Sydney,afternoon,0
2799,4923,10.11,ATM,Sydney,morning,0
2800,3198,0.47,online,Mumbai,afternoon,0
2801,3431,56.15,online,New York,morning,0
2802,2661,228.25,online,Sydney,afternoon,0
2803,4884,25.85,transfer,Dubai,afternoon,0
2804,1307,24.15,online,London,night,0
2805,2359,105.85,transfer,London,night,0
2806,2969,208.73,online,New York,night,0
2807,3793,249.01,ATM,London,afternoon,0
2808,1891,39.31,in-person,Dubai,afternoon,0
2809,1374,16.59,in-person,Singapore,night,0
2810,4079,564.01,online,Dubai,morning,0
2811,3033,60.4,transfer,Sydney,afternoon,0
2812,2364,383.94,online,Singapore,morning,0
2813,1128,398.27,online,London,afternoon,0
2814,2014,296.14,online,Mumbai,night,0
2815,2799,36.99,transfer,Mumbai,morning,0
2816,3716,344.97,transfer,Dubai,night,0
2817,4423,293.28,in-person,Dubai,afternoon,0
2818,2381,181.63,in-person,London,night,0
2819,1516,82.26,online,Mumbai,afternoon,0
2820,2518,60.9,transfer,Mumbai,night,0
2821,1085,26.0,transfer,Dubai,morning,0
2822,2198,142.57,in-person,Sydney,night,0
2823,4873,176.02,in-person,Mumbai,afternoon,0
2824,4264,89.05,ATM,Dubai,afternoon,0
2825,3358,129.01,transfer,New York,morning,0
2826,2142,90.36,in-person,Mumbai,night,0
2827,4289,204.89,online,Singapore,night,0
2828,3474,463.05,in-person,London,night,0
2829,2993,35.81,in-person,Dubai,afternoon,0
2830,4485,96.06,online,Mumbai,afternoon,0
2831,3161,30.37,online,Mumbai,afternoon,0
2832,4216,196.14,in-person,Sydney,afternoon,0
2833,4609,261.03,in-person,Dubai,afternoon,0
2834,4719,537.39,in-person,Singapore,night,0
2835,1302,65.39,online,Mumbai,night,0
2836,3791,599.99,transfer,New York,night,0
2837,4952,13.07,in-person,London,afternoon,0
2838,1587,184.77,online,Dubai,afternoon,1
2839,1986,11.77,online,Mumbai,afternoon,0
2840,2863,448.44,transfer,Sydney,afternoon,0
2841,1344,150.92,transfer,Sydney,morning,0
2842,1813,221.34,online,London,night,0
2843,2987,356.25,ATM,Dubai,morning,0
2844,3848,32.58,online,Dubai,afternoon,0
2845,4072,7.87,ATM,Dubai,night,0
2846,4218,422.2,online,Singapore,night,0
2847,2310,75.65,online,New York,night,0
2848,2999,27.62,in-person,Sydney,morning,0
2849,2677,126.4,online,Dubai,afternoon,0
2850,4124,182.41,in-person,Singapore,morning,0
2851,2327,6.29,transfer,Dubai,night,0
2852,2092,64.29,transfer,Dubai,morning,1
2853,3408,6.67,in-person,Singapore,night,0
2854,4673,109.06,in-person,New York,night,0
2855,4291,450.95,online,London,night,0
2856,2009,810.86,online,Sydney,morning,0
2857,1703,202.7,in-person,Mumbai,morning,0
2858,1574,35.26,online,Dubai,night,0
2859,2608,472.57,transfer,New York,night,0
2860,4232,145.24,in-person,Sydney,night,0
2861,4752,33.39,online,Mumbai,morning,0
2862,2112,509.51,in-person,Dubai,night,0
2863,1687,283.33,online,Mumbai,afternoon,0
2864,3828,263.13,in-person,Singapore,afternoon,0
2865,3632,247.01,transfer,Sydney,afternoon,0
2866,4828,44.71,in-person,New York,afternoon,0
2867,3636,47.4,online,New York,morning,0
2868,4230,233.14,transfer,Sydney,morning,0
2869,1488,49.62,online,London,afternoon,0
2870,4018,115.49,transfer,London,afternoon,0
2871,2347,304.65,in-person,Mumbai,afternoon,0
2872,4681,306.45,in-person,Singapore,morning,0
2873,4452,120.76,transfer,Mumbai,night,0
2874,4173,314.23,transfer,Dubai,night,0
2875,1493,364.8,online,New York,night,0
2876,2667,212.71,online,Mumbai,morning,0
2877,2637,51.86,transfer,Mumbai,morning,0
2878,1018,64.04,online,Sydney,night,0
2879,4525,75.62,in-person,New York,morning,1
2880,4553,24.84,transfer,New York,afternoon,0
2881,4665,63.81,in-person,London,morning,0
2882,3444,47.02,transfer,London,afternoon,0
2883,2000,121.51,transfer,New York,night,0
2884,4350,478.15,in-person,Mumbai,night,0
2885,1850,22.07,transfer,Dubai,night,0
2886,2388,254.78,in-person,Mumbai,night,0
2887,2354,232.49,in-person,Dubai,afternoon,0
2888,4712,20.13,in-person,New York,afternoon,0
2889,2367,511.68,transfer,Sydney,morning,0
2890,1821,168.08,transfer,Dubai,afternoon,0
2891,1454,90.43,online,London,morning,0
2892,2624,282.56,online,Sydney,night,0
2893,3772,59.51,ATM,New York,afternoon,0
2894,4726,236.51,in-person,Singapore,night,0
2895,4136,8.1,online,Dubai,afternoon,0
2896,4147,365.78,in-person,Dubai,afternoon,0
2897,1710,118.9,ATM,Sydney,night,0
2898,3190,202.5,transfer,Singapore,night,0
2899,1916,50.01,transfer,Singapore,night,0
2900,4986,226.07,online,New York,night,0
2901,3875,295.89,transfer,Sydney,afternoon,0
2902,3652,128.19,in-person,Mumbai,night,0
2903,2496,192.32,transfer,Singapore,afternoon,0
2904,2440,121.88,online,Dubai,night,0
2905,1304,449.04,online,Singapore,night,0
2906,1735,137.78,in-person,New York,morning,0
2907,4568,368.79,online,New York,night,0
2908,3338,323.24,transfer,Dubai,night,0
2909,2963,105.7,ATM,Dubai,afternoon,0
2910,3149,52.29,in-person,Dubai,night,0
2911,3009,104.2,transfer,Mumbai,night,0
2912,4338,349.99,in-person,Dubai,morning,0
2913,3914,51.66,transfer,Sydney,night,0
2914,4015,148.65,transfer,New York,afternoon,0
2915,4693,328.08,transfer,New York,night,0
2916,4021,87.23,in-person,Singapore,afternoon,0
2917,3889,205.56,in-person,Dubai,afternoon,0
2918,1961,56.37,transfer,Mumbai,night,1
2919,3989,23.14,online,Sydney,afternoon,0
2920,4848,316.35,transfer,London,afternoon,0
2921,2026,20.84,ATM,Singapore,afternoon,0
2922,3132,63.32,in-person,Sydney,afternoon,0
2923,4865,386.36,transfer,Mumbai,afternoon,0
2924,3375,85.07,transfer,Dubai,morning,0
2925,3863,722.72,in-person,Mumbai,afternoon,0
2926,2473,779.77,in-person,London,morning,0
2927,3501,62.47,transfer,Sydney,afternoon,0
2928,2947,8.37,in-person,Mumbai,afternoon,0
2929,3676,244.2,online,London,afternoon,0
2930,4292,119.93,transfer,London,morning,0
2931,2177,21.24,in-person,Sydney,morning,0
2932,1664,245.87,transfer,London,night,0
2933,1011,6.33,online,Sydney,afternoon,0
2934,2156,408.35,online,Mumbai,afternoon,0
2935,1303,29.85,ATM,Dubai,morning,0
2936,4364,27.24,online,New York,afternoon,0
2937,4022,38.64,transfer,New York,night,0
2938,4371,645.11,transfer,Mumbai,afternoon,0
2939,2763,236.29,transfer,Dubai,morning,0
2940,3830,323.26,online,New York,afternoon,0
2941,1042,101.38,in-person,London,night,0
2942,1943,81.99,transfer,Mumbai,afternoon,0
2943,3390,53.44,in-person,Mumbai,morning,0
2944,2349,131.03,in-person,Singapore,night,0
2945,4885,160.52,in-person,Singapore,afternoon,0
2946,3545,199.81,online,Singapore,night,0
2947,3411,59.44,transfer,Sydney,morning,0
2948,1890,593.83,transfer,Dubai,morning,0
2949,3474,37.21,ATM,Mumbai,afternoon,0
2950,2004,674.25,in-person,Singapore,morning,0
2951,1020,2.99,transfer,Mumbai,morning,0
2952,1406,131.22,online,London,night,0
2953,3666,81.1,in-person,Singapore,morning,0
2954,2014,119.25,in-person,Mumbai,night,0
2955,1335,169.1,ATM,Dubai,afternoon,0
2956,2838,114.39,transfer,Sydney,night,0
2957,4188,107.18,ATM,Dubai,night,0
2958,2147,263.89,transfer,Dubai,afternoon,0
2959,3446,231.59,transfer,Singapore,afternoon,0
2960,3840,358.28,online,Dubai,night,0
2961,2827,57.53,transfer,Sydney,morning,0
2962,1714,188.08,in-person,New York,night,0
2963,1050,175.99,online,Sydney,night,0
2964,4854,92.32,online,London,morning,0
2965,1323,133.13,in-person,Sydney,night,0
2966,1788,75.31,online,Mumbai,morning,0
2967,1140,30.59,in-person,New York,afternoon,0
2968,1469,48.11,in-person,Singapore,afternoon,0
2969,1786,22.3,ATM,Mumbai,afternoon,0
2970,2825,229.81,transfer,Sydney,afternoon,0
2971,2357,216.19,in-person,Mumbai,morning,0
2972,2916,601.59,online,Dubai,night,0
2973,1963,261.63,online,Mumbai,morning,0
2974,4055,10.69,online,Mumbai,afternoon,0
2975,1372,431.26,online,Sydney,morning,0
2976,4635,397.08,ATM,London,morning,0
2977,3541,117.15,in-person,Sydney,afternoon,0
2978,4610,176.31,online,Singapore,morning,0
2979,2692,746.59,online,New York,night,0
2980,3798,151.99,in-person,Dubai,afternoon,0
2981,2179,471.45,in-person,London,night,0
2982,3338,17.34,online,New York,morning,0
2983,2671,42.4,ATM,New York,night,0
2984,4215,116.23,online,London,afternoon,0
2985,1105,175.78,online,Dubai,morning,0
2986,2443,338.81,online,Singapore,night,0
2987,3717,888.99,in-person,London,night,0
2988,2681,98.48,online,London,morning,0
2989,1001,9.72,online,London,night,0
2990,3636,323.06,online,Dubai,night,0
2991,3691,185.46,in-person,London,afternoon,0
2992,3137,44.26,online,London,morning,0
2993,4416,136.57,online,Mumbai,afternoon,0
2994,1349,271.2,in-person,Mumbai,morning,0
2995,4530,294.29,online,Mumbai,morning,0
2996,2286,138.48,in-person,Mumbai,afternoon,0
2997,4422,72.83,online,London,morning,0
2998,4179,727.96,online,Mumbai,afternoon,0
2999,4657,217.75,in-person,New York,morning,0
3000,2062,104.93,online,Singapore,morning,0
3001,3956,65.83,online,Mumbai,morning,0
3002,3206,262.69,in-person,Dubai,afternoon,0
3003,4654,55.46,ATM,Singapore,afternoon,0
3004,4006,37.68,transfer,Sydney,night,0
3005,3359,150.93,transfer,Sydney,night,0
3006,4312,68.49,transfer,New York,morning,0
3007,1444,198.26,ATM,Singapore,morning,0
3008,3345,25.1,transfer,Singapore,afternoon,0
3009,1951,212.81,in-person,New York,morning,0
3010,1035,66.62,online,Sydney,morning,0
3011,2107,0.05,online,Mumbai,morning,0
3012,2475,27.15,in-person,New York,afternoon,0
3013,4957,542.46,ATM,Dubai,afternoon,0
3014,2798,404.02,in-person,New York,night,0
3015,2845,53.21,transfer,London,afternoon,0
3016,2408,301.35,in-person,Sydney,afternoon,0
3017,2195,187.59,in-person,London,afternoon,0
3018,2399,707.44,in-person,Sydney,morning,0
3019,2708,93.56,in-person,Sydney,morning,0
3020,2385,228.8,online,Singapore,night,0
3021,3606,13.13,transfer,Mumbai,morning,0
3022,3938,100.92,transfer,Mumbai,morning,0
3023,3188,663.84,transfer,Sydney,morning,0
3024,3934,154.86,online,Sydney,morning,0
3025,4989,67.9,transfer,London,morning,0
3026,4189,25.63,online,Dubai,afternoon,0
3027,2300,243.16,online,New York,morning,1
3028,3773,207.05,transfer,Sydney,afternoon,0
3029,2243,93.66,online,Sydney,night,0
3030,4976,602.95,online,New York,night,0
3031,4097,4.49,online,New York,afternoon,0
3032,1520,72.4,transfer,Dubai,afternoon,0
3033,2806,507.84,online,Dubai,morning,0
3034,1009,77.41,in-person,New York,night,0
3035,1983,58.14,in-person,Sydney,afternoon,0
3036,3425,152.81,transfer,Sydney,afternoon,0
3037,2656,347.23,transfer,New York,afternoon,0
3038,2660,21.77,in-person,Sydney,afternoon,0
3039,3729,573.01,online,Dubai,afternoon,0
3040,3631,317.02,online,New York,afternoon,0
3041,3199,40.0,in-person,Dubai,afternoon,0
3042,1719,248.96,transfer,Sydney,night,0
3043,2072,97.21,online,Sydney,afternoon,0
3044,4225,102.93,online,Singapore,morning,0
3045,1858,305.84,transfer,London,afternoon,0
3046,2316,658.21,in-person,London,night,0
3047,2603,27.09,transfer,Dubai,morning,0
3048,1049,109.16,transfer,New York,night,0
3049,3711,131.15,transfer,London,afternoon,0
3050,3578,94.42,in-person,Sydney,afternoon,0
3051,4683,90.26,in-person,Mumbai,night,0
3052,4131,10.74,ATM,New York,night,0
3053,4238,231.38,in-person,Dubai,night,0
3054,4273,114.62,online,Sydney,morning,0
3055,3904,43.33,online,Sydney,morning,1
3056,1145,338.6,in-person,Mumbai,afternoon,0
3057,1914,324.46,ATM,Dubai,night,0
3058,4747,133.26,online,New York,night,0
3059,4040,70.89,online,Sydney,morning,0
3060,2462,203.27,transfer,Singapore,morning,0
3061,3289,67.98,ATM,Sydney,night,0
3062,1580,53.84,online,Singapore,afternoon,0
3063,3734,262.25,online,Singapore,afternoon,0
3064,2584,8.23,in-person,New York,night,0
3065,1482,19.91,online,New York,morning,0
3066,4179,1.36,transfer,Mumbai,morning,0
3067,2249,33.2,online,Sydney,night,0
3068,1672,14.3,online,New York,morning,0
3069,1630,1094.65,online,New York,morning,0
3070,3708,68.16,online,Mumbai,morning,0
3071,1661,32.33,online,Mumbai,afternoon,0
3072,4503,55.15,online,Sydney,morning,0
3073,3852,550.17,transfer,Dubai,night,0
3074,4726,146.86,online,London,night,0
3075,3466,90.77,ATM,Sydney,morning,0
3076,1987,413.33,online,London,night,0
3077,4526,100.5,in-person,Dubai,morning,0
3078,4231,81.6,online,Singapore,morning,0
3079,2546,46.46,online,Sydney,afternoon,0
3080,1649,94.9,in-person,New York,night,0
3081,1968,76.16,in-person,Mumbai,night,0
3082,3637,226.21,transfer,Sydney,morning,0
3083,2100,68.38,transfer,Mumbai,morning,0
3084,3556,172.17,in-person,Singapore,night,0
3085,1440,13.63,in-person,Mumbai,morning,0
3086,4325,42.46,transfer,Singapore,night,0
3087,1920,104.65,in-person,Dubai,morning,0
3088,1769,552.76,ATM,Singapore,afternoon,0
3089,2343,94.72,transfer,London,afternoon,0
3090,2826,218.17,online,Sydney,afternoon,0
3091,1262,58.9,online,Singapore,night,0
3092,4668,27.17,in-person,Sydney,morning,0
3093,4729,12.06,transfer,Dubai,afternoon,0
3094,4906,72.89,in-person,Singapore,afternoon,0
3095,2577,34.31,transfer,Dubai,morning,0
3096,4445,38.23,online,London,morning,0
3097,3684,286.06,online,New York,morning,0
3098,4238,3.19,online,Dubai,morning,0
3099,4824,163.2,in-person,New York,night,0
3100,3506,95.43,in-person,Dubai,afternoon,0
3101,1998,141.27,online,Singapore,afternoon,0
3102,4351,165.49,in-person,New York,night,0
3103,1699,75.19,online,Dubai,afternoon,0
3104,3349,69.94,online,Sydney,afternoon,1
3105,4602,264.4,transfer,Dubai,afternoon,0
3106,2603,410.02,online,New York,afternoon,0
3107,2241,42.78,in-person,Sydney,morning,0
3108,2125,20.54,transfer,Dubai,night,0
3109,3601,456.16,transfer,New York,night,0
3110,3335,86.12,online,London,afternoon,0
3111,2190,160.29,in-person,Mumbai,afternoon,0
3112,3668,89.11,transfer,London,afternoon,0
3113,2005,26.89,transfer,New York,afternoon,0
3114,1035,177.99,transfer,Singapore,morning,0
3115,1743,148.95,online,Singapore,morning,0
3116,2764,45.38,online,Mumbai,night,0
3117,1352,120.25,in-person,New York,afternoon,0
3118,4747,318.86,transfer,Sydney,morning,0
3119,2922,178.53,online,Dubai,afternoon,0
3120,1072,20.39,online,London,afternoon,0
3121,3695,158.82,transfer,Sydney,night,1
3122,2376,242.63,online,London,night,0
3123,2914,314.72,online,Mumbai,afternoon,0
3124,2093,198.37,online,Mumbai,night,0
3125,3472,33.13,online,Mumbai,night,0
3126,4046,247.69,in-person,Sydney,night,0
3127,1707,226.23,online,Sydney,afternoon,0
3128,2804,4.95,online,Mumbai,afternoon,0
3129,3608,106.12,online,Sydney,afternoon,0
3130,3875,80.98,online,Mumbai,afternoon,0
3131,4713,221.38,in-person,Sydney,night,0
3132,1955,48.7,online,Mumbai,morning,0
3133,3564,178.75,in-person,Dubai,night,0
3134,3475,488.84,online,Dubai,afternoon,0
3135,4610,319.7,online,London,morning,0
3136,1159,508.82,online,London,afternoon,0
3137,3196,768.0,online,Mumbai,morning,0
3138,3823,2.15,in-person,London,morning,0
3139,4301,194.96,in-person,Sydney,night,0
3140,2735,106.49,transfer,Mumbai,afternoon,0
3141,2585,393.01,online,Dubai,morning,0
3142,1066,58.02,online,Singapore,night,0
3143,4061,792.97,online,Dubai,morning,0
3144,4883,190.23,transfer,New York,afternoon,0
3145,3428,315.53,online,Dubai,morning,0
3146,1057,17.9,in-person,New York,morning,0
3147,4330,40.54,online,London,morning,0
3148,1341,284.1,online,Dubai,night,0
3149,4909,4.45,ATM,Singapore,night,0
3150,2153,339.52,in-person,Sydney,night,0
3151,3774,2.81,transfer,Dubai,afternoon,0
3152,2195,214.07,in-person,Sydney,night,0
3153,3817,90.86,in-person,Dubai,afternoon,0
3154,3661,189.09,online,Dubai,afternoon,0
3155,2232,238.17,in-person,Sydney,afternoon,0
3156,4874,83.85,online,Sydney,night,0
3157,3401,22.85,in-person,Mumbai,morning,0
3158,2494,14.44,in-person,Dubai,afternoon,0
3159,2821,177.8,transfer,Dubai,afternoon,0
3160,1115,147.07,in-person,Singapore,afternoon,0
3161,4335,271.12,in-person,Sydney,afternoon,0
3162,1661,142.56,online,Sydney,afternoon,0
3163,4883,109.79,online,New York,morning,0
3164,2465,101.53,online,New York,afternoon,0
3165,4619,5.36,transfer,Sydney,afternoon,0
3166,3500,81.76,ATM,Singapore,afternoon,0
3167,2868,746.11,online,London,night,0
3168,4548,413.59,online,Dubai,afternoon,0
3169,3334,79.91,in-person,London,morning,0
3170,4374,177.25,transfer,Singapore,morning,0
3171,2016,375.85,in-person,London,morning,0
3172,1310,116.42,online,New York,morning,0
3173,1207,3.62,ATM,Mumbai,afternoon,0
3174,3665,15.49,transfer,London,afternoon,0
3175,3493,142.83,online,Mumbai,afternoon,0
3176,3717,697.61,ATM,London,night,0
3177,1632,236.32,in-person,Singapore,morning,0
3178,3102,14.71,online,Mumbai,morning,0
3179,3959,41.99,in-person,London,morning,0
3180,4083,295.09,transfer,Singapore,night,0
3181,1656,368.32,in-person,Sydney,afternoon,0
3182,2423,192.31,online,New York,afternoon,0
3183,2931,206.8,ATM,Dubai,morning,0
3184,4719,5.75,online,Singapore,night,0
3185,4027,352.67,transfer,Singapore,afternoon,0
3186,3562,310.49,in-person,New York,afternoon,0
3187,2679,59.96,online,Mumbai,afternoon,0
3188,4613,246.66,online,London,afternoon,0
3189,1236,48.38,transfer,Mumbai,morning,0
3190,4350,8.23,in-person,Singapore,night,0
3191,1347,44.91,in-person,Sydney,night,0
3192,3674,39.36,in-person,London,afternoon,0
3193,4175,82.42,transfer,Dubai,morning,0
3194,1629,108.41,in-person,Dubai,morning,0
3195,2540,142.07,online,London,night,0
3196,3003,129.54,online,Singapore,afternoon,0
3197,4943,63.13,transfer,Sydney,night,0
3198,2271,5.92,in-person,New York,afternoon,0
3199,1363,185.83,online,Sydney,afternoon,0
3200,3368,100.75,ATM,Mumbai,morning,0
3201,4704,70.96,transfer,Sydney,morning,0
3202,1285,403.39,online,Sydney,afternoon,0
3203,1148,274.67,ATM,Mumbai,night,0
3204,2107,390.06,in-person,New York,morning,0
3205,3453,136.63,online,New York,afternoon,0
3206,4025,28.07,online,Dubai,afternoon,0
3207,1455,238.29,in-person,New York,afternoon,0
3208,2766,46.15,transfer,London,afternoon,0
3209,1799,116.4,online,Dubai,afternoon,0
3210,2184,13.44,online,Singapore,night,0
3211,2012,348.95,online,Dubai,afternoon,0
3212,3831,26.92,in-person,Sydney,night,0
3213,3507,466.81,online,Sydney,afternoon,0
3214,4621,399.36,online,Dubai,afternoon,0
3215,2523,124.94,in-person,Mumbai,morning,0
3216,3785,272.8,transfer,New York,afternoon,0
3217,3556,193.22,in-person,Sydney,morning,0
3218,4725,324.99,online,Sydney,afternoon,0
3219,4875,113.06,in-person,London,morning,1
3220,1480,308.18,online,New York,night,0
3221,2686,124.15,ATM,Sydney,afternoon,0
3222,3161,565.93,transfer,Mumbai,night,0
3223,3796,133.25,online,Sydney,afternoon,0
3224,2601,124.21,online,New York,night,1
3225,3408,307.49,in-person,London,night,1
3226,1340,344.72,in-person,New York,afternoon,0
3227,3817,161.71,in-person,Mumbai,afternoon,0
3228,3010,39.64,transfer,London,afternoon,0
3229,3808,126.13,transfer,New York,morning,0
3230,4016,688.86,in-person,Mumbai,night,0
3231,3496,279.66,transfer,Mumbai,afternoon,0
3232,2866,333.37,transfer,Dubai,afternoon,0
3233,1834,6.68,transfer,Sydney,night,0
3234,2203,126.17,ATM,London,morning,1
3235,2725,208.04,online,London,morning,0
3236,4478,354.43,online,Sydney,morning,0
3237,2689,10.11,transfer,New York,afternoon,0
3238,4267,382.7,transfer,Dubai,morning,0
3239,4537,158.99,ATM,London,night,0
3240,1310,43.96,online,Mumbai,afternoon,0
3241,1261,76.33,in-person,London,afternoon,0
3242,2442,66.24,online,Dubai,morning,0
3243,1405,151.37,in-person,Sydney,morning,0
3244,3190,10.61,online,Singapore,afternoon,0
3245,1341,34.52,online,Sydney,morning,0
3246,2339,335.0,online,Mumbai,night,0
3247,4172,28.45,in-person,London,morning,0
3248,1243,53.16,online,Sydney,afternoon,0
3249,1489,120.8,online,Mumbai,afternoon,0
3250,1011,145.6,online,New York,afternoon,0
3251,4310,288.45,online,Mumbai,night,0
3252,1560,118.6,ATM,London,afternoon,0
3253,1041,312.0,online,New York,night,0
3254,3725,192.65,online,New York,morning,0
3255,1593,24.0,transfer,New York,afternoon,0
3256,2452,34.0,in-person,Singapore,morning,0
3257,2826,114.91,transfer,Singapore,afternoon,0
3258,4229,101.13,in-person,New York,afternoon,0
3259,4287,272.16,ATM,Sydney,afternoon,0
3260,2693,173.85,online,Sydney,night,0
3261,4533,98.25,ATM,Sydney,night,0
3262,1133,37.45,transfer,London,night,0
3263,4138,51.45,in-person,New York,morning,0
3264,4919,171.37,in-person,Sydney,afternoon,0
3265,4078,110.13,in-person,New York,afternoon,0
3266,1947,144.69,online,Mumbai,morning,0
3267,4597,37.43,online,Sydney,afternoon,0
3268,1072,217.48,ATM,Mumbai,morning,0
3269,1398,382.84,in-person,Mumbai,night,0
3270,2428,59.66,online,Sydney,night,0
3271,4746,135.26,transfer,Dubai,night,0
3272,3625,742.04,in-person,Mumbai,night,0
3273,3906,81.07,online,Sydney,afternoon,0
3274,1129,180.8,transfer,Mumbai,morning,0
3275,3978,18.91,transfer,London,night,0
3276,4537,186.29,online,Singapore,morning,0
3277,4277,18.78,ATM,Singapore,morning,0
3278,2811,639.99,online,Singapore,morning,0
3279,3001,251.52,in-person,Dubai,morning,0
3280,4839,310.38,online,New York,night,0
3281,1265,243.55,in-person,Mumbai,night,0
3282,2560,178.19,online,London,morning,0
3283,2985,119.54,online,Dubai,morning,0
3284,1792,390.91,transfer,Singapore,morning,1
3285,3300,628.55,online,Dubai,afternoon,0
3286,3869,138.24,transfer,London,afternoon,0
3287,2312,536.29,in-person,Sydney,night,0
3288,1163,175.09,ATM,Dubai,morning,0
3289,1094,154.6,in-person,Singapore,night,0
3290,2805,121.2,online,New York,morning,0
3291,3880,46.96,online,Singapore,afternoon,0
3292,2133,0.75,transfer,Singapore,morning,0
3293,3383,55.28,transfer,Singapore,afternoon,0
3294,1821,142.56,online,Dubai,morning,0
3295,1237,95.59,in-person,London,night,0
3296,3428,119.02,in-person,Singapore,morning,0
3297,4507,788.99,ATM,Sydney,afternoon,0
3298,3946,86.24,ATM,Dubai,morning,0
3299,3530,120.36,ATM,London,afternoon,0
3300,2960,28.66,transfer,New York,morning,0
